# Wavenumber, Intensity, Intensity Filtered at 125.00 cm width 35.00 order 2
1.988281999999999925e+03,2.959375833000000000e+01,2.987852763692757918e+01
1.989246000000000095e+03,2.936935000000000073e+01,2.984811802122639790e+01
1.990211000000000013e+03,2.914314166999999856e+01,2.981547150618911246e+01
1.991174999999999955e+03,2.889547917000000155e+01,2.976100354862578712e+01
1.992138999999999896e+03,2.861951249999999902e+01,2.967794599006715828e+01
1.993103000000000065e+03,2.832581666999999825e+01,2.957613722972589798e+01
1.994067999999999984e+03,2.803546667000000170e+01,2.947561194389831840e+01
1.995031999999999925e+03,2.776707083000000154e+01,2.939352738644545582e+01
1.995996000000000095e+03,2.752500832999999858e+01,2.933382142763159095e+01
1.996960000000000036e+03,2.729709582999999995e+01,2.928443719063175266e+01
1.997924999999999955e+03,2.706199583000000075e+01,2.922462948144648109e+01
1.998888999999999896e+03,2.680216250000000144e+01,2.913705077876084459e+01
1.999853000000000065e+03,2.651485416999999956e+01,2.901895632417432935e+01
2.000817000000000007e+03,2.621483333000000115e+01,2.888427810137452312e+01
2.001780999999999949e+03,2.592658750000000012e+01,2.875623251139249703e+01
2.002746000000000095e+03,2.567070417000000049e+01,2.865429304660139920e+01
2.003710000000000036e+03,2.545168749999999847e+01,2.858213488077338127e+01
2.004673999999999978e+03,2.525517917000000168e+01,2.852572171489915576e+01
2.005638999999999896e+03,2.505507499999999865e+01,2.845981534482687536e+01
2.006603000000000065e+03,2.482798332999999857e+01,2.836156398564494552e+01
2.007567000000000007e+03,2.456539167000000035e+01,2.822269471191286172e+01
2.008530999999999949e+03,2.427852916999999877e+01,2.805371882067786160e+01
2.009496000000000095e+03,2.399137916999999831e+01,2.787740807542886756e+01
2.010460000000000036e+03,2.372787083000000052e+01,2.771631239780070644e+01
2.011423999999999978e+03,2.349904167000000044e+01,2.758087114942242479e+01
2.012387999999999920e+03,2.329854582999999835e+01,2.746500170125132456e+01
2.013353000000000065e+03,2.310804582999999823e+01,2.735118332348837811e+01
2.014317000000000007e+03,2.290917500000000118e+01,2.722183562000618195e+01
2.015280999999999949e+03,2.269502500000000111e+01,2.707036744755944824e+01
2.016244999999999891e+03,2.247479583000000147e+01,2.690541236733062291e+01
2.017209000000000060e+03,2.226820417000000063e+01,2.674557575620213257e+01
2.018173999999999978e+03,2.209384999999999977e+01,2.660833170343059351e+01
2.019137999999999920e+03,2.195788333000000137e+01,2.649934881445536305e+01
2.020102000000000089e+03,2.185037917000000007e+01,2.640913007807873569e+01
2.021067000000000007e+03,2.175091249999999832e+01,2.631829681367633356e+01
2.022030999999999949e+03,2.164074583000000018e+01,2.620911988678752280e+01
2.022994999999999891e+03,2.151312499999999872e+01,2.607518422773881639e+01
2.023959000000000060e+03,2.137679582999999894e+01,2.592473889989515357e+01
2.024923999999999978e+03,2.125017082999999829e+01,2.577509635552702605e+01
2.025887999999999920e+03,2.115022499999999894e+01,2.564232799311127309e+01
2.026852000000000089e+03,2.108195832999999908e+01,2.553103123846896949e+01
2.027816000000000031e+03,2.103474582999999853e+01,2.543125179639492117e+01
2.028780999999999949e+03,2.098839999999999861e+01,2.532396590678116510e+01
2.029744999999999891e+03,2.092489167000000094e+01,2.519256603398116567e+01
2.030709000000000060e+03,2.083928750000000107e+01,2.503257842177701065e+01
2.031673000000000002e+03,2.074339167000000117e+01,2.485533459979847493e+01
2.032636999999999944e+03,2.065944999999999965e+01,2.468203060772799162e+01
2.033602000000000089e+03,2.060843333000000044e+01,2.453251624479918647e+01
2.034566000000000031e+03,2.059884166999999877e+01,2.441523131398071556e+01
2.035529999999999973e+03,2.062300833000000111e+01,2.432311688899625679e+01
2.036494999999999891e+03,2.066207916999999838e+01,2.423862786676126291e+01
2.037459000000000060e+03,2.069718333000000143e+01,2.414453035194596708e+01
2.038423000000000002e+03,2.072002917000000011e+01,2.403314504229985360e+01
2.039386999999999944e+03,2.073677916999999837e+01,2.391043408540580373e+01
2.040352000000000089e+03,2.076372083000000046e+01,2.379162735864269607e+01
2.041316000000000031e+03,2.081643749999999926e+01,2.369168206130680332e+01
2.042279999999999973e+03,2.089959999999999951e+01,2.361499396106814430e+01
2.043243999999999915e+03,2.100336250000000149e+01,2.355255658574099087e+01
2.044208000000000084e+03,2.110820833000000007e+01,2.348641987119061625e+01
2.045173000000000002e+03,2.119583749999999966e+01,2.339965033166349073e+01
2.046136999999999944e+03,2.125925416999999840e+01,2.328642652027653881e+01
2.047101000000000113e+03,2.130669582999999889e+01,2.315465314226981164e+01
2.048065000000000055e+03,2.135692917000000079e+01,2.302219352098449079e+01
2.049030000000000200e+03,2.142882082999999938e+01,2.290690256929894986e+01
2.049994000000000142e+03,2.153119166999999834e+01,2.281772965216277527e+01
2.050958000000000084e+03,2.165867082999999838e+01,2.275002005413813322e+01
2.051922000000000025e+03,2.179583333000000067e+01,2.268989090413255738e+01
2.052887000000000171e+03,2.192688332999999901e+01,2.262299822104906610e+01
2.053851000000000113e+03,2.204531666999999828e+01,2.254404110066561628e+01
2.054815000000000055e+03,2.215758333000000135e+01,2.245922700788680260e+01
2.055780000000000200e+03,2.227912083000000010e+01,2.238302561815749314e+01
2.056744000000000142e+03,2.242470833000000141e+01,2.232970973607028853e+01
2.057708000000000084e+03,2.259928332999999867e+01,2.230393884632534096e+01
2.058672000000000025e+03,2.279397917000000007e+01,2.229778531719959034e+01
2.059635999999999967e+03,2.299060833000000059e+01,2.229465408701458529e+01
2.060601000000000113e+03,2.317106666999999831e+01,2.227796088093245785e+01
2.061565000000000055e+03,2.332672082999999930e+01,2.224033210673463756e+01
2.062528999999999996e+03,2.346255833000000024e+01,2.218653760893080573e+01
2.063494000000000142e+03,2.359348333000000153e+01,2.213057034794741540e+01
2.064458000000000084e+03,2.373563332999999886e+01,2.208793903232938050e+01
2.065422000000000025e+03,2.389699999999999847e+01,2.206634792320681626e+01
2.066385999999999967e+03,2.407368333000000149e+01,2.206257547873590141e+01
2.067351000000000113e+03,2.425265416999999957e+01,2.206503333473234107e+01
2.068315000000000055e+03,2.442026667000000018e+01,2.206173427779489771e+01
2.069278999999999996e+03,2.457008749999999964e+01,2.204700568367999480e+01
2.070242999999999938e+03,2.470630832999999882e+01,2.202486568059005734e+01
2.071208000000000084e+03,2.484035417000000123e+01,2.200591160181756933e+01
2.072172000000000025e+03,2.498321250000000049e+01,2.200057176348845189e+01
2.073135999999999967e+03,2.513805417000000020e+01,2.201186951989733132e+01
2.074099999999999909e+03,2.529783332999999956e+01,2.203354473602976782e+01
2.075063999999999851e+03,2.544900416999999848e+01,2.205343778467437588e+01
2.076028999999999996e+03,2.557937082999999845e+01,2.206064656589055772e+01
2.076992999999999938e+03,2.568551666999999838e+01,2.205246127012321722e+01
2.077956999999999880e+03,2.577467083000000159e+01,2.203571561258832290e+01
2.078920999999999822e+03,2.586076667000000029e+01,2.202329134243629838e+01
2.079885999999999967e+03,2.595608332999999845e+01,2.202653856433565593e+01
2.080849999999999909e+03,2.606387082999999905e+01,2.204867213036839857e+01
2.081813999999999851e+03,2.617649167000000077e+01,2.208272880207269750e+01
2.082778999999999996e+03,2.627920416999999986e+01,2.211542630200877824e+01
2.083742999999999938e+03,2.635900833000000176e+01,2.213500762870809524e+01
2.084706999999999880e+03,2.641142917000000168e+01,2.213752710928922340e+01
2.085670999999999822e+03,2.644315832999999927e+01,2.212918039694172379e+01
2.086635000000000218e+03,2.646817082999999826e+01,2.212275788666122622e+01
2.087599999999999909e+03,2.649952499999999844e+01,2.213035726315915852e+01
2.088563999999999851e+03,2.654275000000000162e+01,2.215712604238749606e+01
2.089527999999999793e+03,2.659322500000000034e+01,2.219903543545135349e+01
2.090492000000000189e+03,2.663987917000000039e+01,2.224618847631127849e+01
2.091456999999999880e+03,2.667265833000000086e+01,2.228945840068367445e+01
2.092420999999999822e+03,2.668819166999999837e+01,2.232569313569356950e+01
2.093385000000000218e+03,2.669147083000000009e+01,2.235914856382184368e+01
2.094349999999999909e+03,2.669132916999999949e+01,2.239751529625802107e+01
2.095313999999999851e+03,2.669347082999999898e+01,2.244547624583002587e+01
2.096277999999999793e+03,2.669526249999999834e+01,2.250027816956943738e+01
2.097242000000000189e+03,2.668548750000000069e+01,2.255149752140716757e+01
2.098206999999999880e+03,2.664994167000000047e+01,2.258622351841831488e+01
2.099170999999999822e+03,2.657990416999999894e+01,2.259648343584921548e+01
2.100135000000000218e+03,2.647796250000000029e+01,2.258477817720416780e+01
2.101099000000000160e+03,2.635819167000000007e+01,2.256388908450396613e+01
2.102063000000000102e+03,2.623937916999999942e+01,2.255093574581026772e+01
2.103027999999999793e+03,2.613614583000000025e+01,2.255909492705779940e+01
2.103992000000000189e+03,2.605136667000000017e+01,2.259068344827229069e+01
2.104956000000000131e+03,2.597528750000000031e+01,2.263675667238732103e+01
2.105920000000000073e+03,2.589157499999999956e+01,2.268231259602844219e+01
2.106885000000000218e+03,2.578650000000000020e+01,2.271474261796748806e+01
2.107849000000000160e+03,2.565671667000000156e+01,2.273053388452512991e+01
2.108813000000000102e+03,2.551071667000000076e+01,2.273706731562511862e+01
2.109777000000000044e+03,2.536373749999999916e+01,2.274775569542796916e+01
2.110742000000000189e+03,2.522876666999999884e+01,2.277399864589519041e+01
2.111706000000000131e+03,2.510886667000000116e+01,2.281805431058232614e+01
2.112670000000000073e+03,2.499581666999999996e+01,2.287222075955547851e+01
2.113635000000000218e+03,2.487459583000000052e+01,2.292278210568840535e+01
2.114599000000000160e+03,2.473225000000000051e+01,2.295747195513100181e+01
2.115563000000000102e+03,2.456499583000000086e+01,2.297254510934980587e+01
2.116527000000000044e+03,2.437996250000000131e+01,2.297394806214620644e+01
2.117490999999999985e+03,2.419048332999999928e+01,2.297323723302583431e+01
2.118456000000000131e+03,2.400810416999999930e+01,2.298044600227636636e+01
2.119420000000000073e+03,2.383600416999999894e+01,2.299788873081838503e+01
2.120384000000000015e+03,2.366761250000000061e+01,2.301953982776486995e+01
2.121347999999999956e+03,2.349155833000000015e+01,2.303511184341744666e+01
2.122313000000000102e+03,2.329949166999999832e+01,2.303698785735535992e+01
2.123277000000000044e+03,2.309202916999999999e+01,2.302533738288956755e+01
2.124240999999999985e+03,2.287934166999999874e+01,2.300895292832348105e+01
2.125206000000000131e+03,2.267533750000000126e+01,2.299994475616634659e+01
2.126170000000000073e+03,2.248961667000000020e+01,2.300617126597234829e+01
2.127134000000000015e+03,2.232130000000000081e+01,2.302641845774766338e+01
2.128097999999999956e+03,2.215922082999999887e+01,2.305037272946857740e+01
2.129063000000000102e+03,2.198832499999999968e+01,2.306432349317133657e+01
2.130027000000000044e+03,2.179871667000000102e+01,2.305909236826280662e+01
2.130990999999999985e+03,2.159239583000000096e+01,2.303631787485427296e+01
2.131954999999999927e+03,2.138298332999999829e+01,2.300798020251814791e+01
2.132918999999999869e+03,2.118878750000000011e+01,2.299013086269083317e+01
2.133884000000000015e+03,2.102266666999999956e+01,2.299389575266537733e+01
2.134847999999999956e+03,2.088458749999999853e+01,2.301856627634582253e+01
2.135811999999999898e+03,2.076102917000000048e+01,2.305167421298532915e+01
2.136775999999999840e+03,2.063204582999999914e+01,2.307507567693651396e+01
2.137740999999999985e+03,2.048207916999999867e+01,2.307458576487053747e+01
2.138704999999999927e+03,2.030860416999999885e+01,2.304755250575806613e+01
2.139668999999999869e+03,2.012348749999999953e+01,2.300442777209437395e+01
2.140632999999999811e+03,1.994699582999999876e+01,2.296309870669215059e+01
2.141597999999999956e+03,1.979667500000000047e+01,2.293913542135657835e+01
2.142561999999999898e+03,1.967855000000000132e+01,2.293763691078916978e+01
2.143525999999999840e+03,1.958434583000000018e+01,2.295115983435592710e+01
2.144489999999999782e+03,1.949692500000000095e+01,2.296436260837073817e+01
2.145454999999999927e+03,1.940033749999999912e+01,2.296290829271865519e+01
2.146418999999999869e+03,1.928898333000000065e+01,2.294147601962345462e+01
2.147382999999999811e+03,1.917022083000000165e+01,2.290639777789368736e+01
2.148347000000000207e+03,1.905991666999999978e+01,2.287150029613145463e+01
2.149311999999999898e+03,1.897277916999999903e+01,2.284962819890416696e+01
2.150275999999999840e+03,1.891375833000000029e+01,2.284494822613897824e+01
2.151239999999999782e+03,1.887507916999999935e+01,2.285047696748604906e+01
2.152204999999999927e+03,1.884070832999999823e+01,2.285202675111302284e+01
2.153168999999999869e+03,1.879588749999999919e+01,2.283645208393501846e+01
2.154132999999999811e+03,1.873556250000000034e+01,2.279933317752173139e+01
2.155097000000000207e+03,1.866760833000000019e+01,2.274762790252540512e+01
2.156061999999999898e+03,1.860830417000000025e+01,2.269573013862834543e+01
2.157025999999999840e+03,1.857331667000000053e+01,2.265756652071288357e+01
2.157989999999999782e+03,1.856892500000000013e+01,2.263869464417140520e+01
2.158954000000000178e+03,1.858864583000000081e+01,2.263342599462776050e+01
2.159918000000000120e+03,1.861690417000000153e+01,2.262808674126680231e+01
2.160882999999999811e+03,1.863802499999999895e+01,2.260874997102910200e+01
2.161847000000000207e+03,1.864446666999999991e+01,2.256893431847023379e+01
2.162811000000000149e+03,1.864106667000000073e+01,2.251280984107711447e+01
2.163775000000000091e+03,1.864131250000000151e+01,2.245246844313352597e+01
2.164739999999999782e+03,1.866000000000000014e+01,2.240101130005501062e+01
2.165704000000000178e+03,1.870465000000000089e+01,2.236550878636510831e+01
2.166668000000000120e+03,1.877209999999999823e+01,2.234354081277637505e+01
2.167632000000000062e+03,1.885144999999999982e+01,2.232581646964586497e+01
2.168597000000000207e+03,1.893089583000000076e+01,2.230227504575444186e+01
2.169561000000000149e+03,1.900517500000000126e+01,2.226859298209734206e+01
2.170525000000000091e+03,1.907832499999999953e+01,2.222833610641919933e+01
2.171489999999999782e+03,1.916049166999999898e+01,2.219038899707689083e+01
2.172454000000000178e+03,1.926106250000000131e+01,2.216308350170018571e+01
2.173418000000000120e+03,1.938180416999999878e+01,2.214802210727350840e+01
2.174382000000000062e+03,1.951502083000000098e+01,2.213850415847859665e+01
2.175346000000000004e+03,1.964693749999999994e+01,2.212268078275180727e+01
2.176311000000000149e+03,1.976537916999999922e+01,2.209007166271678102e+01
2.177275000000000091e+03,1.986642499999999956e+01,2.203778447531966478e+01
2.178239000000000033e+03,1.995680000000000121e+01,2.197194656810442126e+01
2.179202999999999975e+03,2.004972082999999827e+01,2.190445056484803388e+01
2.180168000000000120e+03,2.015736250000000140e+01,2.184622612993906188e+01
2.181132000000000062e+03,2.028379999999999939e+01,2.180145063699107411e+01
2.182096000000000004e+03,2.042298333000000099e+01,2.176513197065566985e+01
2.183061000000000149e+03,2.056239582999999982e+01,2.172677255607291968e+01
2.184025000000000091e+03,2.069099166999999895e+01,2.167733084684454070e+01
2.184989000000000033e+03,2.080576667000000057e+01,2.161465199197721532e+01
2.185952999999999975e+03,2.091407500000000041e+01,2.154551487654133624e+01
2.186916999999999916e+03,2.102933333000000005e+01,2.148192659755443046e+01
2.187882000000000062e+03,2.116294999999999860e+01,2.143410145711255765e+01
2.188846000000000004e+03,2.131740832999999924e+01,2.140454626639555968e+01
2.189809999999999945e+03,2.148383332999999951e+01,2.138570819871905471e+01
2.190773999999999887e+03,2.164650417000000004e+01,2.136401854729641769e+01
2.191739000000000033e+03,2.179110000000000014e+01,2.132726285838786140e+01
2.192702999999999975e+03,2.191268333000000013e+01,2.127162831154684852e+01
2.193666999999999916e+03,2.201810417000000086e+01,2.120349289484143895e+01
2.194630999999999858e+03,2.212238333000000168e+01,2.113630298514388528e+01
2.195596000000000004e+03,2.224021249999999839e+01,2.108326814776633285e+01
2.196559999999999945e+03,2.237794166999999845e+01,2.105052854400021900e+01
2.197523999999999887e+03,2.253024999999999878e+01,2.103371578700678413e+01
2.198487999999999829e+03,2.268311667000000043e+01,2.102090062259817316e+01
2.199452999999999975e+03,2.282183750000000089e+01,2.099941260655611686e+01
2.200416999999999916e+03,2.293868332999999993e+01,2.096275477175447222e+01
2.201380999999999858e+03,2.303618333000000007e+01,2.091321677707070137e+01
2.202344999999999800e+03,2.312476666999999964e+01,2.085981234313378607e+01
2.203309999999999945e+03,2.321534167000000082e+01,2.081212570912188298e+01
2.204273999999999887e+03,2.331236666999999940e+01,2.077435576449026300e+01
2.205237999999999829e+03,2.341077917000000141e+01,2.074231255485828029e+01
2.206202000000000226e+03,2.349889999999999901e+01,2.070619126474731786e+01
2.207166999999999916e+03,2.356566249999999840e+01,2.065667217815726175e+01
2.208130999999999858e+03,2.360740416999999880e+01,2.059114213295141838e+01
2.209094999999999800e+03,2.363068333000000010e+01,2.051552922887400143e+01
2.210059000000000196e+03,2.364880833000000138e+01,2.044168345033062906e+01
2.211023999999999887e+03,2.367466250000000016e+01,2.038085472876831972e+01
2.211987999999999829e+03,2.371302916999999866e+01,2.033755025345912770e+01
2.212952000000000226e+03,2.375807916999999847e+01,2.030675890354835289e+01
2.213916999999999916e+03,2.379658750000000111e+01,2.027719409164993891e+01
2.214880999999999858e+03,2.381587916999999877e+01,2.023809537393992741e+01
2.215844999999999800e+03,2.381117082999999823e+01,2.018559651365826824e+01
2.216809000000000196e+03,2.378917500000000018e+01,2.012569756274315580e+01
2.217773000000000138e+03,2.376464166999999961e+01,2.007133760802732780e+01
2.218737999999999829e+03,2.375222082999999884e+01,2.003529256695739136e+01
2.219702000000000226e+03,2.375829999999999842e+01,2.002308225319430690e+01
2.220666000000000167e+03,2.377690833000000126e+01,2.002926286809541523e+01
2.221630000000000109e+03,2.379208750000000094e+01,2.003974607643050376e+01
2.222594999999999800e+03,2.378588333000000077e+01,2.003857215331497699e+01
2.223559000000000196e+03,2.374693333000000095e+01,2.001555280137793602e+01
2.224523000000000138e+03,2.367555833000000121e+01,1.997065701702204166e+01
2.225487000000000080e+03,2.358247499999999874e+01,1.991309705257152984e+01
2.226452000000000226e+03,2.348255417000000023e+01,1.985565061086256833e+01
2.227416000000000167e+03,2.338650416999999848e+01,1.980783797609147712e+01
2.228380000000000109e+03,2.329603333000000021e+01,1.977122038525200409e+01
2.229344000000000051e+03,2.320402500000000146e+01,1.973986079130031257e+01
2.230309000000000196e+03,2.309992082999999852e+01,1.970469910944821734e+01
2.231273000000000138e+03,2.297682916999999847e+01,1.965966530108075006e+01
2.232237000000000080e+03,2.283563750000000070e+01,1.960534557353488339e+01
2.233201000000000022e+03,2.268465000000000131e+01,1.954870219464870829e+01
2.234166000000000167e+03,2.253450417000000172e+01,1.949860917766661927e+01
2.235130000000000109e+03,2.239182917000000117e+01,1.946055946564792549e+01
2.236094000000000051e+03,2.225540000000000163e+01,1.943321462039621039e+01
2.237057999999999993e+03,2.211690833000000111e+01,1.940928702679381601e+01
2.238021999999999935e+03,2.196617499999999978e+01,1.937983121287203403e+01
2.238987000000000080e+03,2.179726666999999907e+01,1.933948589298451282e+01
2.239951000000000022e+03,2.161219583000000100e+01,1.928980220912953314e+01
2.240916000000000167e+03,2.142002499999999898e+01,1.923824006515031826e+01
2.241880000000000109e+03,2.123178749999999937e+01,1.919408090957239921e+01
2.242844000000000051e+03,2.105432083000000176e+01,1.916286364851976742e+01
2.243807999999999993e+03,2.088643332999999913e+01,1.914331222640361574e+01
2.244771999999999935e+03,2.071975000000000122e+01,1.912789802292686758e+01
2.245737000000000080e+03,2.054346667000000082e+01,1.910691070349011156e+01
2.246701000000000022e+03,2.035038750000000007e+01,1.907370290300257665e+01
2.247664999999999964e+03,2.014087917000000161e+01,1.902810835831009584e+01
2.248628999999999905e+03,1.992219582999999972e+01,1.897608854134391265e+01
2.249594000000000051e+03,1.970420833000000016e+01,1.892579422105012199e+01
2.250557999999999993e+03,1.949398749999999936e+01,1.888302782317797579e+01
2.251521999999999935e+03,1.929217917000000071e+01,1.884805049419447087e+01
2.252485999999999876e+03,1.909315833000000140e+01,1.881596245435937220e+01
2.253451000000000022e+03,1.888912917000000036e+01,1.877976102970637839e+01
2.254414999999999964e+03,1.867506249999999923e+01,1.873481953989249149e+01
2.255378999999999905e+03,1.845204166999999984e+01,1.868161020336156142e+01
2.256342999999999847e+03,1.822639583000000130e+01,1.862538643474966094e+01
2.257307999999999993e+03,1.800635417000000160e+01,1.857279363820806495e+01
2.258271999999999935e+03,1.779725416999999865e+01,1.852813259501418486e+01
2.259235999999999876e+03,1.759884999999999877e+01,1.849091457847656628e+01
2.260199999999999818e+03,1.740599999999999881e+01,1.845666841122566026e+01
2.261164999999999964e+03,1.721244167000000047e+01,1.841979789524751610e+01
2.262128999999999905e+03,1.701508749999999992e+01,1.837739703458023044e+01
2.263092999999999847e+03,1.681628333000000097e+01,1.833117727276561837e+01
2.264056999999999789e+03,1.662270416999999867e+01,1.828656795324940987e+01
2.265021000000000186e+03,1.644139583000000115e+01,1.824929022872505158e+01
2.265985999999999876e+03,1.627549583000000055e+01,1.822159225204355337e+01
2.266949999999999818e+03,1.612197499999999906e+01,1.820043593963072226e+01
2.267914000000000215e+03,1.597298332999999992e+01,1.817876192930170021e+01
2.268878999999999905e+03,1.582016667000000076e+01,1.814904801046620264e+01
2.269842999999999847e+03,1.565912499999999952e+01,1.810718945965599858e+01
2.270806999999999789e+03,1.549176250000000010e+01,1.805455516645853464e+01
2.271771000000000186e+03,1.532522499999999965e+01,1.799719576437343349e+01
2.272735999999999876e+03,1.516809167000000080e+01,1.794231699235369248e+01
2.273699999999999818e+03,1.502594582999999950e+01,1.789470101280688041e+01
2.274664000000000215e+03,1.489886667000000031e+01,1.785446875994314908e+01
2.275628000000000156e+03,1.478260833000000041e+01,1.781799172349350968e+01
2.276592999999999847e+03,1.467155832999999987e+01,1.778047162050700081e+01
2.277556999999999789e+03,1.456286667000000001e+01,1.773929441386591321e+01
2.278521000000000186e+03,1.445793332999999947e+01,1.769542682973237291e+01
2.279485000000000127e+03,1.436132500000000078e+01,1.765252754486847664e+01
2.280449999999999818e+03,1.427737499999999926e+01,1.761400153725127637e+01
2.281414000000000215e+03,1.420701249999999938e+01,1.758037184132822262e+01
2.282378000000000156e+03,1.414633332999999915e+01,1.754815562241919480e+01
2.283342000000000098e+03,1.408871667000000016e+01,1.751160948696224295e+01
2.284306999999999789e+03,1.402842082999999995e+01,1.746573609215678857e+01
2.285271000000000186e+03,1.396392499999999970e+01,1.740932979655850232e+01
2.286235000000000127e+03,1.389900416999999955e+01,1.734557369060438603e+01
2.287199000000000069e+03,1.384051250000000088e+01,1.728043181494120972e+01
2.288164000000000215e+03,1.379461666999999991e+01,1.721911060180715225e+01
2.289128000000000156e+03,1.376306250000000020e+01,1.716337450445386992e+01
2.290092000000000098e+03,1.374263750000000073e+01,1.711060324392864374e+01
2.291056000000000040e+03,1.372752082999999956e+01,1.705608182099419423e+01
2.292021000000000186e+03,1.371332916999999973e+01,1.699633505634972153e+01
2.292985000000000127e+03,1.370062500000000050e+01,1.693220321865065614e+01
2.293949000000000069e+03,1.369508749999999964e+01,1.686877156489841312e+01
2.294913000000000011e+03,1.370482499999999959e+01,1.681300671986308970e+01
2.295876999999999953e+03,1.373517917000000033e+01,1.676947767018532787e+01
2.296842000000000098e+03,1.378502083000000056e+01,1.673709491684417472e+01
2.297806000000000040e+03,1.384633750000000063e+01,1.670895679216122787e+01
2.298771000000000186e+03,1.390763332999999946e+01,1.667515210350613586e+01
2.299735000000000127e+03,1.395971667000000060e+01,1.662795337871085621e+01
2.300699000000000069e+03,1.400034583000000055e+01,1.656562286436665943e+01
2.301663000000000011e+03,1.403543333000000004e+01,1.649352556553889571e+01
2.302626999999999953e+03,1.407592917000000021e+01,1.642138735291358387e+01
2.303592000000000098e+03,1.413194166999999979e+01,1.635813903744666575e+01
2.304556000000000040e+03,1.420722083000000069e+01,1.630757043509633775e+01
2.305519999999999982e+03,1.429755832999999932e+01,1.626628990301324862e+01
2.306483999999999924e+03,1.439316250000000075e+01,1.622621782886866981e+01
2.307449000000000069e+03,1.448447917000000018e+01,1.617931194510121529e+01
2.308413000000000011e+03,1.456722083000000012e+01,1.612243740884290588e+01
2.309376999999999953e+03,1.464514999999999922e+01,1.605892900330092132e+01
2.310340999999999894e+03,1.472726250000000014e+01,1.599676974455626599e+01
2.311306000000000040e+03,1.482261249999999997e+01,1.594388119439810581e+01
2.312269999999999982e+03,1.493467082999999995e+01,1.590359539766570407e+01
2.313233999999999924e+03,1.505877083000000027e+01,1.587207132935643195e+01
2.314197999999999865e+03,1.518426250000000088e+01,1.584029035912115013e+01
2.315163000000000011e+03,1.529987917000000053e+01,1.579871244875433511e+01
2.316126999999999953e+03,1.539942500000000081e+01,1.574238251300701208e+01
2.317090999999999894e+03,1.548476667000000084e+01,1.567307430474546948e+01
2.318054999999999836e+03,1.556422083000000001e+01,1.559813159857087150e+01
2.319019999999999982e+03,1.564745832999999919e+01,1.552609827691772004e+01
2.319983999999999924e+03,1.573989167000000045e+01,1.546214687815750111e+01
2.320947999999999865e+03,1.583952917000000049e+01,1.540495214375799016e+01
2.321911999999999807e+03,1.593855832999999933e+01,1.534832705947418852e+01
2.322876000000000204e+03,1.602856249999999960e+01,1.528548528177068988e+01
2.323840999999999894e+03,1.610576667000000128e+01,1.521371854372149457e+01
2.324804999999999836e+03,1.617426250000000110e+01,1.513713975504595410e+01
2.325768999999999778e+03,1.624400417000000019e+01,1.506460507643152269e+01
2.326733000000000175e+03,1.632541249999999877e+01,1.500528585981474450e+01
2.327697999999999865e+03,1.642327082999999988e+01,1.496345247433255565e+01
2.328661999999999807e+03,1.653358332999999902e+01,1.493596266023089036e+01
2.329626000000000204e+03,1.664522499999999994e+01,1.491333231341991628e+01
2.330590999999999894e+03,1.674562083000000001e+01,1.488485497241265243e+01
2.331554999999999836e+03,1.682729583000000062e+01,1.484427016315081538e+01
2.332518999999999778e+03,1.689121666999999860e+01,1.479247977022070337e+01
2.333483000000000175e+03,1.694559166999999889e+01,1.473646444477068229e+01
2.334447999999999865e+03,1.700008749999999935e+01,1.468449230067590072e+01
2.335411999999999807e+03,1.705945416999999864e+01,1.464082113897795701e+01
2.336376000000000204e+03,1.712005832999999910e+01,1.460227792947490144e+01
2.337340000000000146e+03,1.717108749999999873e+01,1.455970929525382473e+01
2.338304999999999836e+03,1.720047917000000126e+01,1.450285245872856166e+01
2.339268999999999778e+03,1.720159999999999911e+01,1.442638742468620272e+01
2.340233000000000175e+03,1.717731249999999932e+01,1.433314072155831553e+01
2.341197000000000116e+03,1.713942499999999924e+01,1.423368058286250815e+01
2.342161999999999807e+03,1.710310833000000130e+01,1.414150770609373176e+01
2.343126000000000204e+03,1.708002916999999954e+01,1.406733074783777226e+01
2.344090000000000146e+03,1.707329166999999970e+01,1.401419126602302256e+01
2.345054000000000087e+03,1.707717917000000085e+01,1.397748710549019968e+01
2.346018999999999778e+03,1.708125833000000071e+01,1.394825429643426418e+01
2.346983000000000175e+03,1.707611250000000069e+01,1.391804483670633452e+01
2.347947000000000116e+03,1.705679999999999907e+01,1.388207275595911128e+01
2.348911000000000058e+03,1.702346250000000083e+01,1.383988846102253056e+01
2.349875000000000000e+03,1.697885833000000133e+01,1.379354609612050453e+01
2.350840000000000146e+03,1.692544167000000144e+01,1.374495223859664783e+01
2.351804000000000087e+03,1.686337500000000134e+01,1.369430365067639777e+01
2.352768000000000029e+03,1.679048333000000071e+01,1.363976817822778997e+01
2.353731999999999971e+03,1.670402500000000146e+01,1.357929033208825942e+01
2.354697000000000116e+03,1.660354583000000162e+01,1.351263797025276503e+01
2.355661000000000058e+03,1.649234166999999829e+01,1.344285255379026722e+01
2.356625000000000000e+03,1.637645832999999840e+01,1.337499213433583378e+01
2.357590000000000146e+03,1.626128333000000126e+01,1.331344552062728148e+01
2.358554000000000087e+03,1.614811667000000028e+01,1.325905394768413714e+01
2.359518000000000029e+03,1.603257500000000135e+01,1.320775919169368784e+01
2.360481999999999971e+03,1.590677917000000008e+01,1.315260793415370344e+01
